ID,Word,Meaning,Mastery,Rank
853,adapt,適合させる、改造する,D,1
854,reluctant,気の進まない、嫌々ながらの,D,1
855,average,平均、平均の,D,1
856,feeling,感情、感覚,D,1
857,economical,経済的な、倹約した,D,1
858,depend,依存する,D,1
859,sprout,芽、芽を出す,D,1
860,estimate,見積もる,D,1
861,heal,（傷などを）癒やす,D,1
862,discourage,意気消沈させる,D,1
863,reputation,名声,D,1
864,difficulty,困難,D,1
865,earnest,熱心な,D,1
866,correct,訂正する、正しい,D,1
867,defend,守る,D,1
868,gradually,徐々に,D,1
869,respect,尊敬する、尊敬,D,1
870,fascinate,魅了する,D,1
871,allergic,アレルギー（性［体質］）の,D,1
872,interval,間隔、インターバル,D,1
873,mature,成熟した,D,1
874,trouble,困難、トラブル,D,1
875,coal,石炭,D,1
876,generous,寛容な,D,1
877,loss,損害、損失,D,1
878,row,列、漕ぐこと,D,1
879,interpret,通訳する、解釈する,D,1
880,nationality,国籍,D,1
881,faculty,（大学の）教授陣、学部、能力、才能、手腕,D,1
882,option,選択肢、オプション,D,1
883,vegetarian,菜食（主義）者,D,1
884,attach,取り付ける,D,1
885,conclusion,結論,D,1
886,claim,要求する、主張する,D,1
887,board,板、乗り込む,D,1
888,wheel,車輪,D,1
889,dawn,（the 〜）（物事の）始まり、夜明け,D,1
890,imply,暗示する,D,1
891,national,国家の、国民の、全国的な,D,1
892,apologize,謝る,D,1
893,occasionally,時折,D,1
894,storm,嵐,D,1
895,ancient,昔の、古代の,D,1
896,existence,存在,D,1
897,award,賞,D,1
898,variety,変化、多様性、種類,D,1
899,border,国境,D,1
900,eloquent,雄弁な,D,1
901,deposit,（お金を）預ける、預金、内金、手付金,D,1
902,evolve,進化する,D,1
903,enact,立法化する,D,1
904,youth,青年（時代）、若さ,D,1
905,pedestrian,歩行者,D,1
906,resolve,決意する、解決する、分解する,D,1
907,federal,連邦の,D,1
908,nearby,近くの、近くに,D,1
909,discuss,議論する,D,1
910,knit,編む,D,1
911,headache,頭痛,D,1
912,insight,洞察力、見識,D,1
913,mammal,哺乳動物,D,1
914,reasonable,程よい,D,1
915,facility,容易さ、（しばしば〜ties）設備,D,1
916,proof,証明,D,1
917,gather,集まる、集める,D,1
918,except,除外する、〜を除いて（は）,D,1
919,herd,（牛や豚などの）群れ,D,1
920,galaxy,（the G-）銀河系、天の川,D,1
921,perform,演じる,D,1
922,return,戻る、（しばしば〜s）利益,D,1
923,universe,（the 〜，the U-）宇宙、森羅万象,D,1
924,spectator,見物人,D,1
925,neighbor,隣人、隣接する,D,1
926,invitation,招待,D,1
927,maintain,維持する,D,1
928,exotic species,外来種,D,1
929,synonym,同義語,D,1
930,field,広い場所、畑、競技場,D,1
931,prefer,〜の方を好む,D,1
932,supply,供給、供給する,D,1
933,molecule,分子,D,1
934,exceedingly,非常に、極めて,D,1
935,device,装置、工夫,D,1
936,Antarctic,（the 〜）南極,D,1
937,expand,拡張する,D,1
938,nature,自然,D,1
939,refer,参照する,D,1
940,satellite,衛星,D,1
941,conclude,結論づける,D,1
942,determination,決意、決定,D,1
943,export,輸出する、（通例 〜s）輸出（品・額）,D,1
944,politics,政治（学）,D,1
945,fair,公平な,D,1
946,slope,傾斜、スロープ,D,1
947,share,分け前、割当て分、分け合う,D,1
948,nerve,神経,D,1
949,fate,（通例 one's 〜）運命,D,1
950,gross,総計,D,1
951,bear,（心に）抱く、我慢する、（子を）産む,D,1
952,shelf,棚,D,1
953,include,含む,D,1
954,purpose,目的、用途、決心,D,1
955,bury,埋める,D,1
956,Stone Age,（the 〜）石器時代,D,1
957,deficient,不足した、不十分な,D,2
958,density,密度、（霧などの）濃さ,D,2
959,ethics,（単数扱い）倫理学、（通例複数扱い）倫理、道徳,D,2
960,ease,（苦痛・心配などを）和らげる,D,2
961,ordinary,（通例限定）通常の,D,2
962,utensil,家庭用品,D,2
963,red tape,お役所仕事、形式主義、非効率,D,2
964,compliant,従う、従順な,D,2
965,molten,（熱で）溶けた,D,2
966,informal,略式の、非公式の,D,2
967,fission,（核）分裂,D,2
968,certificate,証明書,D,2
969,forge,鍛造する、鍛冶場,D,2
970,dynamics,力学、動力学、原動力,D,2
971,evolution,進化、発展,D,2
972,duplicate,複写する、写しの,D,2
973,barter,物々交換、物々交換する,D,2
974,circular,円形の、循環の,D,2
975,eliminate,取り除く,D,2
976,graze,（家畜などが）草を食べる,D,2
977,haze,かすみ、もや,D,2
978,void,無効の,D,2
979,vendor,物売り、行商人、自動販売機,D,2
980,grasp,理解する、つかむ,D,2
981,unite,統合する,D,2
982,dough,パン生地、こね粉,D,2
983,panorama,全景、パノラマ,D,2
984,plain,（しばしば〜s）平地、簡素な、分かりやすい,D,2
985,precision,精密な、高精度の、正確、精密,D,2
986,apt,〜しがちである、〜する傾向がある,D,2
987,liable,〜しがちな、責めを負うべき,D,2
988,peninsula,半島,D,2
989,accord,一致、調和、協定、与える、〜と一致する,D,2
990,Neolithic,（the 〜）新石器時代,D,2
991,breed,品種、（動・植物の）種類、子を生む、品種改良する、育てる,D,2
992,cordial,心からの,D,2
993,clash,衝突する、衝突,D,2
994,chunk,塊,D,2
995,folklore,民間伝承、民俗学,D,2
996,kerosene,灯油,D,2
997,timber,木材,D,2
998,perfume,香水,D,2
999,convey,輸送する、運ぶ,D,2
1000,subtract,控除する、引く,D,2
1001,idiom,慣用語句、熟語、雪語、作風,D,2
1002,court,中庭、テニスのコート、法廷,D,2
1003,aurora,オーロラ,D,2
1004,insulate,（熱などを）遮断する,D,2
1005,keen,熱心な、鋭い、辛辣な,D,2
1006,squeeze,搾る、圧搾する,D,2
1007,superficial,うわべだけの、表面上の,D,2
1008,tidal wave,津波、高潮,D,2
1009,mammoth,マンモス（巨象）、巨大な,D,2
1010,quarrel,口げんか、口げんかする,D,2
1011,assemble,集う、集める、組み立てる,D,2
1012,diverse,さまざまの、種々の,D,2
1013,quote,引用する,D,2
1014,evaporate,（水などが）蒸発する、蒸発させる,D,2
1015,beforehand,前もって,D,2
1016,swear,誓う,D,2
1017,glow,光を放つ、白熱する、真っ赤に燃える、白熱,D,2
1018,recitation,朗読,D,2
1019,objective,客観的な、目的格の,D,2
1020,explore,探検する,D,2
1021,vast,広大な,D,2
1022,durable,耐久性のある、丈夫な,D,2
1023,equator,（the 〜）赤道,D,2
1024,bite,かむ,D,2
1025,amplify,増幅する、拡大する,D,2
1026,zenith,（the 〜）天頂、頂点,D,2
1027,calculate,計算する,D,2
1028,confidential,内密の、守秘義務のある,D,2
1029,restrain,制止する,D,2
1030,inherent,生来の、固有の、本来の,D,2
1031,pound,ポンド（英国の通貨、重さの単位）、どんどんたたく,D,2
1032,drizzle,霧雨、霧雨が降る,D,2
1033,critic,批評家,D,2
1034,immunity,免疫,D,2
1035,pump,ポンプ、ポンプで水をくむ,D,2
1036,debt,負債,D,2
1037,obscure,はっきりしない,D,2
1038,exhausted,疲れ切った,D,2
1039,spouse,配偶者,D,2
1040,assess,査定する、評価する,D,2
1041,condense,濃縮する、要約する,D,2
1042,geometry,幾何学,D,2
1043,admire,賞賛する,D,2
1044,charge,請求する、（〜s）料金,D,2
1045,undermine,浸食する、（名声などを）傷つける、衰えさせる、下を掘る,D,2
1046,equivalent,同等の,D,2
1047,assure,保証する、確かに〜だと言う、請け合う,D,2
1048,pristine,損なわれていない、原始の、汚れていない,D,2
1049,infamous,悪名高い、不名誉な,D,2
1050,possess,所有する,D,2
1051,uphold,支持する,D,2
1052,resolute,断固とした、固く決心した,D,2
1053,document,文書、（文書・録画などで）記録する、（証拠の書類で）立証する,D,2
1054,Venus,金星,D,2
1055,scratch,引っかく、引っかき傷,D,2
1056,file,ファイルにとじる、提出する、ファイル、とじ込み,D,2
1057,anatomy,解剖（学）,D,2
1058,glorious,素晴らしい、栄光ある,D,2
1059,crater,噴火口、（月面などの）クレーター,D,2
1060,nourish,養う、肥料をやる,D,2
1061,adjacent,隣接した,D,2
1062,comfort,元気づける、慰める、慰め、快適さ,D,2
1063,reflect,反射する、熟考する,D,2
1064,spectacular,壮観な,D,2
1065,literally,まさに、文字通りに,D,2
1066,merit,価値、長所、メリット,D,2
1067,implicate,関係させる、巻き込む、含意する,D,2
1068,fade,色あせる、しぼむ,D,2
1069,politic,思慮深い、賢明な、適切な、政略的な、術策にたけた,D,2
1070,autobiography,自叙伝,D,2
1071,shabby,みすぼらしい,D,2
1072,ban,禁止する,D,2
1073,starch,でんぷん（質）、（洗濯用）のり,D,2
1074,optimist,楽天家,D,2
1075,contract,契約、契約する、引き締める,D,2
1076,execute,実行する、処刑する,D,2
1077,prelude,（通例 a〜）前触れ、前奏曲、プレリュード、前兆となる、導入する,D,2
1078,tension,緊張,D,2
1079,Saturn,土星,D,2
1080,consume,消費する,D,2
1081,fertilizer,肥料,D,2
1082,subsistence,生存、生計,D,2
1083,rumor,うわさ,D,2
1084,choreograph,（ダンスなどの）振り付けをする,D,2
1085,bias,偏向、バイアス、〜を偏らせる,D,2
1086,trigger,（重大事を）引き起こす、〜のきっかけとなる、引き金,D,2
1087,breeze,そよ風、軽やかに動く,D,2
1088,sacred,神聖な,D,2
1089,conquer,（敵国・山などを）征服する,D,2
1090,suspect,〜のような気がする、怪しいと思う、容疑者,D,2
1091,characteristic,特徴的な、特有の、（しばしば〜s）特徴,D,2
1092,release,（犬や人などを）放す、免除する、解放、釈放、免除,D,2
1093,linguistic,言語上の、言語学の,D,2
1094,circulation,循環、発行部数,D,2
1095,bond,接着剤、公社債,D,2
1096,bulletin,掲示,D,2
1097,basin,盆地、洗面器,D,2
1098,advocate,唱導する、主張者,D,2
1099,vivid,生き生きとした、はつらつとした,D,2
1100,superstition,迷信,D,2
1101,complicate,複雑（面倒）にさせる,D,2
1102,rage,激怒、激怒する,D,2
1103,stimulus,刺激,D,2
1104,starve,餓死する,D,2
1105,indignant,憤慨した、怒った,D,2
1106,verify,立証する、証明する,D,2
1107,confess,白状する,D,2
1108,temper,気質,D,2
1109,instinct,本能,D,2
1110,pollination,（植物の）受粉,D,2
1111,bud,芽、つぼみ、発芽する,D,2
1112,fluctuate,不規則に変動（変化）する,D,2
1113,velocity,速さ、速度,D,2
1114,stubborn,頑固な,D,2
1115,Mars,火星,D,2
1116,surplus,黒字,D,2
1117,liver,肝臓,D,2
1118,retail,小売り,D,2
1119,lunar,月の,D,2
1120,oblige,〜せざるを得ない、義務を負わせる,D,2
1121,classify,分類する,D,2
1122,humane,慈悲深い、思いやりのある、人道にかなった,D,2
1123,radiate,（光を）放射する、発散する,D,2
1124,social science,社会科学,D,2
1125,courageous,勇気のある,D,2
1126,betray,裏切る,D,2
1127,unanimous,満場一致の,D,2
1128,bowl,（調理用の）ボウル、アメフトの選抜試合,D,2
1129,faint,卒倒する,D,2
1130,utilize,活用する,D,2
1131,wildlife,野生動物,D,2
1132,venture,思い切ってする、無謀にも着手する、冒険的事業、ベンチャー事業,D,2
1133,hazard,危険、事故、偶然,D,2
1134,ferment,発酵させる、騒がす、動揺させる、動乱、動揺,D,2
1135,downfall,転落、失脚、（雨などの）大降り,D,2
1136,mentor,良き指導者、教師,D,2
1137,statue,像、彫像,D,2
1138,opponent,反対者,D,2
1139,slim,わずかな、ほっそりした,D,2
1140,contradict,矛盾する、相反する,D,2
1141,revolve,回転する、思い巡らす,D,2
1142,sum,（the 〜）合計、要約する,D,2
1143,discern,見分ける、（〜であることが）分かる,D,2
1144,compute,計算する、見積もる、算定する,D,2
1145,appreciate,ありがたく思う、真価を認める、味わう、鑑賞する,D,2
1146,anticipate,予期する、先んずる,D,2
1147,geyser,間欠泉,D,2
1148,impermeable,（水や光などを）通さない、不浸透性の,D,2
1149,ambition,野心,D,2
1150,cell,細胞、1つの小さな塊、（独）房,D,2
1151,flood,洪水、氾濫させる、殺到する,D,2
1152,brink,縁、端,D,2
1153,govern,統治する,D,2
1154,Celsius,摂氏、摂氏の,D,2
1155,accustom,〜に慣れさせる,D,2
1156,jolly,楽しい、愉快な,D,2
1157,chase,追跡する,D,2
1158,configuration,配置、形状,D,2
1159,hostility,敵意,D,2
1160,resent,憤慨する、恨む,D,2
1161,dynamic,ダイナミックな、活動的な、動的な,D,2
1162,sovereign,主権者、君主、主権を有する、独立した,D,2
1163,aim,（受身形で）目標にする、狙う、狙い、目標,D,2
1164,prominent,著名な、傑出した,D,2
1165,refine,精製する、磨く,D,2
1166,pier,埠頭,D,2
1167,contemplate,熟考する,D,2
1168,crucial,とても重要な,D,2
1169,frantic,熱狂した、狂乱した,D,2
1170,arid,乾燥した、不毛の、（話などが）つまらない,D,2
1171,index,索引、指数,D,2
1172,combustible,可燃性の、燃えやすい、（通例 〜s）可燃物,D,2
1173,estuary,河口,D,2
1174,vent,（液体や気体が抜ける）穴、通気孔,D,2
1175,endure,耐える、我慢する,D,2
1176,transition,移り変わり,D,2
1177,bounce,バウンドする、弾む、跳ね返り,D,2
1178,statutory,法定の、法令による,D,2
1179,constitution,（しばしば the C-）憲法、構成、組織,D,2
1180,drain,排水する、排水管,D,2
1181,demanding,きつい,D,2
1182,aquatic,水生の、水中の,D,2
1183,geothermal,地熱の,D,2
1184,branch,支部、枝、支流,D,2
1185,ornament,装飾（品）,D,2
1186,trait,特性、特徴,D,2
1187,flora,（通例 the 〜）（ある地方・時代の）植物相、全植物,D,2
1188,contaminate,汚染する、悪影響を及ぼす,D,2
1189,innovation,革新,D,2
1190,dormant,（火山が）活動休止中の、休眠中の,D,2
1191,opposition,反対,D,2
1192,deposition,堆積作用、堆積物、免職,D,2
1193,implicit,暗示された、暗黙の、信じて疑わない,D,2
1194,scrutiny,精密な調査、検査,D,2
1195,fallacious,誤った、当てにならない,D,2
1196,quiescent,無活動の、静止した,D,2
1197,glacial,氷河時代の、氷の、（人や態度などが）冷淡な,D,2
1198,aquifer,帯水層,D,2
1199,Orient,（the 〜）東洋,D,2
1200,fur,毛皮,D,2
1201,enchant,魅了する,D,2
1202,cave,洞窟、洞穴,D,2
1203,concern,影響する、関与する、興味、関心事、心配,D,2
1204,considerate,思いやりのある,D,2
1205,tender,優しい、柔らかい、傷つきやすい,D,2
1206,flawless,傷のない、完全な,D,2
1207,conventional,型にはまった、伝統的な,D,2
1208,eclipse,日食、月食,D,2
1209,amaze,ひどく驚かす,D,2
1210,predict,予言する,D,2
1211,flammable,可燃性の,D,2
1212,reinforce,補強する,D,2
1213,improvise,即興で演奏する、即席に作る,D,2
1214,granite,花こう岩,D,2
1215,mobile,動くことができる、機動力のある,D,2
1216,nominate,指名する,D,2
1217,impatient,気のせくような、せっかちな,D,2
1218,theoretical,理論（上）の、理論的な,D,2
1219,diagnose,（病気などを）診断する,D,2
1220,parasite,寄生虫、寄生植物（動物）、居候,D,2
1221,integrity,高潔、誠実,D,2
1222,modify,修正する、変更する,D,2
1223,decisive,決定的な,D,2
1224,anxious,心配な、気がかりな、切望して,D,2
1225,enzyme,酵素,D,2
1226,viscosity,粘着性、粘度、粘性,D,2
1227,glue,接着剤、膠、のり、接着剤でつける,D,2
1228,diversity,（通例 a〜）多様性、さまざまなこと,D,2
1229,beat,脈動する、打つ、たたく、鼓動、拍子,D,2
1230,patent,特許、特許品,D,2
1231,intentionally,故意に、意図的に,D,2
1232,rhinoceros,サイ,D,2
1233,aquarium,水槽、水族館,D,2
1234,loose,とじていない、ゆるんだ、自由な,D,2
1235,alter,変える、変更する,D,2
1236,transfer,移す、転任（転校）する,D,2
1237,tease,からかう,D,2
1238,feasible,実行できる,D,2
1239,dedicated,献身的な,D,2
1240,applaud,拍手喝采する,D,2
1241,rodent,（ネズミやウサギなどの）齧歯動物,D,2
1242,conservative,保守的な、慎重な,D,2
1243,weep,泣く,D,2
1244,dull,面白くない、鈍感な,D,2
1245,pretend,ふりをする、欺く,D,2
1246,extinct,絶滅した,D,2
1247,irrigate,水を引く,D,2
1248,perception,知覚、認知,D,2
1249,hybrid,（遺伝子の組み合わせによる動植物の）雑種、（2つ以上の要素から成る）混成物、雑種の,D,2
1250,aerial,空中の、空気の,D,2
1251,statute,法令,D,2
1252,bleed,血が出る、心が痛む,D,2
1253,crash,衝突する、壊す、衝突,D,2
1254,peculiar,固有の、特別の、変わった,D,2
1255,manager,管理者、マネージャー,D,2
1256,periodic,定期的な,D,2
1257,assert,主張する、断言する,D,2
1258,prevailing,広く行われる、流行している、優勢な,D,2
1259,ridiculous,ばかげた、おかしい、こっけいな,D,2
1260,distribute,分配する、配分する,D,2
1261,nighttime,夜間,D,2
1262,dictator,独裁者,D,2
1263,cactus,サボテン,D,2
1264,sensitive,敏感な、感じやすい,D,2
1265,hidden,隠された,D,2
1266,abduction,誘拐,D,2
1267,arrogant,傲慢な,D,2
1268,primordial,原始の、最初の、本源的な,D,2
1269,gaze,見つめる,D,2
1270,strait,（しばしば〜sで単数扱い）海峡,D,2
1271,domestic,国内の、家庭的な、家畜の,D,2
1272,sophisticated,洗練された,D,2
1273,discipline,規律、訓練、鍛練、自制心,D,2
1274,irrational,分別のない、不合理な,D,2
1275,accurate,正確な,D,2
1276,precious,貴重な、高価な,D,2
1277,Jupiter,木星,D,2
1278,optical,視覚の、光学の,D,2
1279,Frigid Zone,（the 〜）寒帯,D,2
1280,thesis,論旨、論文,D,2
1281,astronomy,天文学,D,2
1282,hibernate,（動物が）冬眠する、冬ごもりする,D,2
1283,eternal,不滅の、永遠の,D,2
1284,figurative,比喩的な、（絵などで）表現した,D,2
1285,adequate,適当な,D,2
1286,apart,離れて、〜は別として,D,2
1287,autonomy,自治（権）、自主性、自律,D,2
1288,mark,マークする、印を付ける、記録する、跡、印,D,2
1289,shed,（葉や羽などを）落とす、（光などを）放つ、小屋,D,2
1290,intensive,集中的な、強い,D,2
1291,grant,（希望などを）聞き入れる、与える、許可、補助金,D,2
1292,embarrass,困惑させる,D,2
1293,interfere,邪魔する、干渉する,D,2
1294,jury,陪審（員団）、審査員団,D,2
1295,fantastic,とても素晴らしい、空想的な,D,2
1296,lizard,トカゲ,D,2
1297,riot,暴動,D,2
1298,delinquent,非行の、義務不履行（怠慢）の,D,2
1299,fusion,融解、連合,D,2
1300,readily,快く、すぐに、たやすく,D,2
1301,spine,脊柱、背骨,D,2
1302,eligible,資格のある,D,2
1303,Catholic,カトリック教徒,D,2
1304,validity,妥当性、効力,D,2
1305,cancer,がん,D,2
1306,coarse,きめの粗い,D,2
1307,nourishment,滋養物、食物,D,2
1308,suspicion,容疑,D,2
1309,intimate,熟知した、親密な、仲の良い、内々の、私事の,D,2
1310,edible,食べられる,D,2
1311,brush,ブラシをかける、磨く,D,2
1312,agreement,合意、協定,D,2
1313,engrave,（石などに文字や図案を）彫る、刻む,D,2
1314,assign,任命する、指定する,D,2
1315,sediment,堆積物、沈殿物,D,2
1316,thermometer,温度（体温）計,D,2
1317,nostril,鼻孔,D,2
1318,hostile,敵意のある,D,2
1319,negotiate,交渉する,D,2
1320,deliberately,故意に、わざと、慎重に,D,2
1321,candid,公平な、素直な,D,2
1322,intellect,知力、知性、（the 〜s）知識人,D,2
1323,solar system,（the 〜）太陽系,D,2
1324,judicial,司法の、裁判の,D,2
1325,perimeter,（図形の）周囲,D,2
1326,barley,大麦,D,2
1327,pessimism,悲観主義,D,2
1328,launch,打ち上げる、発進する、事業を立ち上げる,D,2
1329,vital,重要な、生命の、生きている,D,2
1330,odd,奇数の、変わった、残りの、（〜s）勝ち目,D,2
1331,massive,巨大な、堂々たる,D,2
1332,blame,責める,D,2
1333,promise,約束、約束する,D,2
1334,phenomena,現象、事象,D,2
1335,onset,（the 〜）始まり、着手、（病気などの）兆候,D,2
1336,mode,方法、様式、流儀、（ときにthe 〜）流行,D,2
1337,hippopotamus,カバ,D,2
1338,embrace,（主義などを）採用する、抱き締める,D,2
1339,sacrifice,犠牲、犠牲にする、いけにえとしてささげる,D,2
1340,seemingly,うわべは,D,2
1341,capitalism,資本主義,D,2
1342,deal,（商品を）扱う（in）、分け与える、取引、量,D,2
1343,gravity,引力、真面目さ、重大さ,D,2
1344,fictitious,創作の、架空の、偽りの,D,2
1345,spread,広がる、広げる、広まり,D,2
1346,favor,好意、好意を示す,D,2
1347,philosophy,哲学,D,2
1348,amuse,楽しませる,D,2
1349,emerge,出現する、現れる,D,2
1350,thermal,温泉の、温度（熱）の,D,2
1351,irritate,いらいらさせる,D,2
1352,asset,（通例 〜s）資産,D,2
1353,boil,沸騰させる,D,2
1354,zip code,（しばしば Z-）郵便番号,D,2
1355,steep,険しい,D,2
1356,duel,決闘、果たし合い、決闘する,D,2
1357,lavish,気前よく与える、浪費する、気前のよい、豊富な,D,2
1358,clarify,明らかにする,D,2
1359,qualified,適任の、有能な,D,2
1360,mutual,相互の,D,2
1361,humidity,湿気,D,2
1362,refugee,避難民,D,2
1363,exaggerate,誇張する,D,2
1364,accountant,会計士,D,2
1365,reap,収穫する,D,2
1366,retina,（目の）網膜,D,2
1367,cling,しがみつく、くっつく,D,2
1368,current,現在の、目下の、潮流,D,2
1369,confirm,確認する,D,2
1370,slip,滑る、（紙などの）一片,D,2
1371,dinosaur,恐竜,D,2
1372,antelope,（インパラやガゼルなどのウシ科）アンテロープ,D,2
1373,hare,野ウサギ,D,2
1374,endeavor,努力する,D,2
1375,vapor,蒸気,D,2
1376,individual,個人,D,2
1377,implementation,実行、履行,D,2
1378,ample,十分な、豊富な、広い,D,2
1379,daring,大胆な,D,2
1380,manual,手動の、取扱説明書,D,2
1381,manufacture,生産（製造）する、製造,D,2
1382,roar,（ライオンなどが）ほえる、ほえ声、轟音,D,2
1383,confuse,（通例受身形で）困惑する、混同する,D,2
1384,overtake,追い越す、追い抜く,D,2
1385,vice versa,（通例 and/or、(but) not 〜）逆に,D,2
1386,coward,臆病者,D,2
1387,cedar,ヒマラヤスギ,D,2
1388,immune,免疫のある、免疫の,D,2
1389,interstate,州間の,D,2
1390,casualty,災害、死傷者、損害,D,2
1391,humble,謙虚な、つつましい、惨めな,D,2
1392,thaw,解ける、和らぐ、解かす、暖める、雪解け,D,2
1393,excursion,遠足,D,2
1394,bend,曲げる、曲がり,D,2
1395,ingenuity,創意、器用さ,D,2
1396,brood,（鳥が）卵を抱く、一腹の子（ヒナ）、繁殖用の,D,2
1397,anger,怒り,D,2
1398,potential,可能性のある、潜在的な,D,2
1399,bottom,（the 〜）下限、（通例 the 〜）底,D,2
1400,airborne,浮遊して、（花粉や種などが）風媒の、空輸の,D,2
1401,Secretary of State,（米国の）国務長官,D,2
1402,specimen,標本,D,2
1403,drowsy,眠い、眠気を誘う,D,2
1404,exclude,除外する,D,2
1405,amphibian,両生動物、水陸両用飛行機（戦車）、水陸両生の,D,2
1406,epicenter,（地震の）震央,D,2
1407,condemn,非難する、とがめる,D,2
1408,ecology,生態系,D,2
1409,mythology,神話,D,2
1410,site,現場、敷地、用地,D,2
1411,undergo,経験する,D,2
1412,vague,あいまいな,D,2
1413,virtually,実質的に,D,2
1414,geography,地理学,D,2
1415,census,人口調査、国勢調査、センサス,D,2
1416,strategy,戦略,D,2
1417,conceal,隠す,D,2
1418,heave,持ち上げる、投げる、上がる,D,2
1419,prey,餌食、獲物、捕食する,D,2
1420,condensation,凝結、（凝結した）水滴、凝結させる,D,2
1421,hire,雇う,D,2
1422,chronic,慢性の,D,2
1423,guideline,（通例 〜s）指針、ガイドライン,D,2
1424,arable,耕作に適した、耕地向きの,D,2
1425,colloquial,口語的な、会話的な,D,2
1426,indict,起訴する、告発する,D,2
1427,friction,摩擦、不和,D,2
1428,insult,辱める,D,2
1429,appoint,指名する,D,2
1430,chemistry,化学,D,2
1431,discard,放棄する、（不要なものを）捨てる,D,2
1432,absence,欠席、欠如,D,2
1433,spoil,害する、台無しにする,D,2
1434,squirrel,リス,D,2
1435,deceive,だます、思い違いをする,D,2
1436,interact,相互に作用する,D,2
1437,submersible,潜水艦,D,2
1438,beverage,飲み物,D,2
1439,circulate,循環する,D,2
1440,drag,（パソコン画面上で）ドラッグする、引きする,D,2
1441,likelihood,見込み、ありそうなこと,D,2
1442,fertile,肥沃な,D,2
1443,vicious,悪い、悪徳の,D,2
1444,alike,同様に、同様な、似ている,D,2
1445,spill,あふれ出る、こぼす,D,2
1446,defeat,敵を破る、敗北,D,2
1447,inject,注射する、注入する,D,2
1448,cosmetic,（通例 〜s）化粧品、美容の、うわべだけの,D,2
1449,application,申し込み、志願、適用、応用、貼付,D,2
1450,biosphere,（通例 the 〜）生物圏,D,2
1451,owl,フクロウ,D,2
1452,enforce,強制する、実施する,D,2
1453,abstract,抽象的な、難解な,D,2
1454,calamity,災難、災害,D,2
1455,equation,方程式、（the 〜）等しくすること,D,2
1456,vocational,職業の,D,2
1457,capture,（心などを）捕らえる,D,2
1458,vogue,（通例 a 〜）流行,D,2
1459,headline,見出し、ヘッドライン,D,2
1460,layer,層,D,2
1461,expenditure,支出、（〜s）経費、費用,D,2
1462,explicit,明確な、はっきりした,D,2
1463,mist,霧、ちや、かすみ,D,2
1464,conserve,（保護）保存する,D,2
1465,core,（通例 the 〜）中心、核心,D,2
1466,acknowledge,認める、受け取ったことを知らせる,D,2
1467,sphere,球、範囲,D,2
1468,digestive,消化の、消化を助ける,D,2
1469,minute,詳細な、微細な,D,2
1470,promote,昇進させる、宣伝する,D,2
1471,convex,凸面、凸状の,D,2
1472,clam,（ハマグリなどの）二枚貝,D,2
1473,intuition,直観、洞察力,D,2
1474,therapy,療法、治療,D,2
1475,approve,承認する、認可する,D,2
1476,pact,条約,D,2
1477,dwarf,（対照的に）小さく見せる、小人,D,2
1478,trunk,（木の）幹、象の鼻、トランク,D,2
1479,fundamental,基礎的な、根本的の、主要な,D,2
1480,ground,ひいた、すりつぶした,D,2
1481,dorsal,背面にある,D,2
1482,vanish,消える、見えなくなる,D,2
1483,physics,物理学,D,2
1484,cobblestone street,石で舗装された道,D,2
1485,passive,受け身の、進んで〜しようとしない,D,2
1486,grateful,感謝に満ちた,D,2
1487,plutonium,プルトニウム,D,2
1488,tilt,傾かせる、傾く、傾き,D,2
1489,catalyst,触媒,D,2
1490,advent,（the 〜）到来、（the A-）降臨,D,2
1491,criticize,批判する,D,2
1492,predatory,捕食性の,D,2
1493,sensible,賢明な、分別のある、感じられる,D,2
1494,brisk,きびきびした、活気のある,D,2
1495,natural selection,自然淘汰,D,2
1496,fungus,（キノコ・カビ・酵母などの）菌類,D,2
1497,welfare,福祉,D,2
1498,flaw,傷、欠点、ひびを入らせる,D,2
1499,infinite,無数の,D,2
1500,oak,オーク（カシの木など）,D,2
1501,certify,証明する、保証する,D,2
1502,innovate,導入する、革新する,D,2
1503,incidentally,偶然に,D,2
1504,capable,可能な,D,2
1505,obedient,従順な,D,2
1506,sting,刺す、刺すこと,D,2
1507,deepen,深める,D,2
1508,absorb,夢中にさせる、吸収する,D,2
1509,reasoning,推論、理論、論拠,D,2
1510,component,構成要素、成分、部品,D,2
1511,attributable,原因が〜のせいと考える,D,2
1512,destroy,破壊する,D,2
1513,pension,年金、手当,D,2
1514,drought,干ばつ,D,2
1515,framework,枠組み,D,2
1516,immature,未熟な,D,2
1517,intangible,触ることのできない、無形の,D,2
1518,gear,装備、（しばしば 〜s）歯車、（特定用途の）用具,D,2
1519,twig,小枝,D,2
1520,disorder,無秩序、混乱,D,2
1521,ranch,牧場,D,2
1522,tract,土地、地域、（海や空などの）広がり,D,2
1523,parody,パロディー、猿まね,D,2
1524,seize,（敵陣などを）奪う、捕まえる,D,2
1525,dreadful,恐ろしい,D,2
1526,terrestrial,陸生の、地球の,D,2
1527,apology,弁解、おわび,D,2
1528,honeycomb,蜂の巣状のもの、ミツバチの巣,D,2
1529,composition,構成、作曲、作文,D,2
1530,eventually,最終的に,D,2
1531,cluster,房、集団、群れ、群生する,D,2
1532,excavate,発掘する、穴を掘る,D,2
